"Statistic Label","Census Year","Administrative Counties 2019","Age","Sex","UNIT","VALUE"
"Population","2022","Waterford City & County Council","Age 70-74","Males","Number","2633"
"Population","2022","Waterford City & County Council","Age 70-74","Females","Number","2761"
"Population","2022","Waterford City & County Council","Age 70-74","Both Sexes","Number","5394"
"Population","2022","Waterford City & County Council","Age 75-79","Males","Number","2085"
"Population","2022","Waterford City & County Council","Age 75-79","Females","Number","2207"
"Population","2022","Waterford City & County Council","Age 75-79","Both Sexes","Number","4292"
"Population","2022","Waterford City & County Council","Age 80-84","Males","Number","1243"
"Population","2022","Waterford City & County Council","Age 80-84","Females","Number","1430"
"Population","2022","Waterford City & County Council","Age 80-84","Both Sexes","Number","2673"
"Population","2022","Waterford City & County Council","Age 85 and over","Males","Number","910"
"Population","2022","Waterford City & County Council","Age 85 and over","Females","Number","1416"
"Population","2022","Waterford City & County Council","Age 85 and over","Both Sexes","Number","2326"
"Population","2022","Waterford City & County Council","Total","Males","Number","63095"
"Population","2022","Waterford City & County Council","Total","Females","Number","64268"
"Population","2022","Waterford City & County Council","Total","Both Sexes","Number","127363"
"Population","2022","Galway City Council","Age 0-4","Males","Number","1995"
"Population","2022","Galway City Council","Age 0-4","Females","Number","1975"
"Population","2022","Galway City Council","Age 0-4","Both Sexes","Number","3970"
"Population","2022","Galway City Council","Age 5-9","Males","Number","2266"
"Population","2022","Galway City Council","Age 5-9","Females","Number","2196"
"Population","2022","Galway City Council","Age 5-9","Both Sexes","Number","4462"
"Population","2022","Galway City Council","Age 10-14","Males","Number","2351"
"Population","2022","Galway City Council","Age 10-14","Females","Number","2249"
"Population","2022","Galway City Council","Age 10-14","Both Sexes","Number","4600"
"Population","2022","Galway City Council","Age 15-19","Males","Number","2571"
"Population","2022","Galway City Council","Age 15-19","Females","Number","2819"
"Population","2022","Galway City Council","Age 15-19","Both Sexes","Number","5390"
"Population","2022","Galway City Council","Age 20-24","Males","Number","4350"
"Population","2022","Galway City Council","Age 20-24","Females","Number","5171"
"Population","2022","Galway City Council","Age 20-24","Both Sexes","Number","9521"
"Population","2022","Galway City Council","Age 25-29","Males","Number","3730"
"Population","2022","Galway City Council","Age 25-29","Females","Number","3804"
"Population","2022","Galway City Council","Age 25-29","Both Sexes","Number","7534"
"Population","2022","Galway City Council","Age 30-34","Males","Number","3296"
"Population","2022","Galway City Council","Age 30-34","Females","Number","3478"
"Population","2022","Galway City Council","Age 30-34","Both Sexes","Number","6774"
"Population","2022","Galway City Council","Age 35-39","Males","Number","3153"
"Population","2022","Galway City Council","Age 35-39","Females","Number","3485"
"Population","2022","Galway City Council","Age 35-39","Both Sexes","Number","6638"
"Population","2022","Galway City Council","Age 40-44","Males","Number","3356"
"Population","2022","Galway City Council","Age 40-44","Females","Number","3311"
"Population","2022","Galway City Council","Age 40-44","Both Sexes","Number","6667"
"Population","2022","Galway City Council","Age 45-49","Males","Number","2702"
"Population","2022","Galway City Council","Age 45-49","Females","Number","2920"
"Population","2022","Galway City Council","Age 45-49","Both Sexes","Number","5622"
"Population","2022","Galway City Council","Age 50-54","Males","Number","2275"
"Population","2022","Galway City Council","Age 50-54","Females","Number","2389"
"Population","2022","Galway City Council","Age 50-54","Both Sexes","Number","4664"
"Population","2022","Galway City Council","Age 55-59","Males","Number","1972"
"Population","2022","Galway City Council","Age 55-59","Females","Number","2195"
"Population","2022","Galway City Council","Age 55-59","Both Sexes","Number","4167"
"Population","2022","Galway City Council","Age 60-64","Males","Number","1718"
"Population","2022","Galway City Council","Age 60-64","Females","Number","1963"
"Population","2022","Galway City Council","Age 60-64","Both Sexes","Number","3681"
"Population","2022","Galway City Council","Age 65-69","Males","Number","1515"
"Population","2022","Galway City Council","Age 65-69","Females","Number","1773"
"Population","2022","Galway City Council","Age 65-69","Both Sexes","Number","3288"
"Population","2022","Galway City Council","Age 70-74","Males","Number","1219"
"Population","2022","Galway City Council","Age 70-74","Females","Number","1454"
"Population","2022","Galway City Council","Age 70-74","Both Sexes","Number","2673"
"Population","2022","Galway City Council","Age 75-79","Males","Number","951"
"Population","2022","Galway City Council","Age 75-79","Females","Number","1207"
"Population","2022","Galway City Council","Age 75-79","Both Sexes","Number","2158"
"Population","2022","Galway City Council","Age 80-84","Males","Number","560"
"Population","2022","Galway City Council","Age 80-84","Females","Number","858"
"Population","2022","Galway City Council","Age 80-84","Both Sexes","Number","1418"
"Population","2022","Galway City Council","Age 85 and over","Males","Number","434"
"Population","2022","Galway City Council","Age 85 and over","Females","Number","753"
"Population","2022","Galway City Council","Age 85 and over","Both Sexes","Number","1187"
"Population","2022","Galway City Council","Total","Males","Number","40414"
"Population","2022","Galway City Council","Total","Females","Number","44000"
"Population","2022","Galway City Council","Total","Both Sexes","Number","84414"
"Population","2022","Galway County Council","Age 0-4","Males","Number","6100"
"Population","2022","Galway County Council","Age 0-4","Females","Number","5696"
"Population","2022","Galway County Council","Age 0-4","Both Sexes","Number","11796"
"Population","2022","Galway County Council","Age 5-9","Males","Number","7105"
"Population","2022","Galway County Council","Age 5-9","Females","Number","6691"
"Population","2022","Galway County Council","Age 5-9","Both Sexes","Number","13796"
"Population","2022","Galway County Council","Age 10-14","Males","Number","7683"
"Population","2022","Galway County Council","Age 10-14","Females","Number","7295"
"Population","2022","Galway County Council","Age 10-14","Both Sexes","Number","14978"
"Population","2022","Galway County Council","Age 15-19","Males","Number","6901"
"Population","2022","Galway County Council","Age 15-19","Females","Number","6420"
"Population","2022","Galway County Council","Age 15-19","Both Sexes","Number","13321"
"Population","2022","Galway County Council","Age 20-24","Males","Number","4822"
"Population","2022","Galway County Council","Age 20-24","Females","Number","4233"
"Population","2022","Galway County Council","Age 20-24","Both Sexes","Number","9055"
"Population","2022","Galway County Council","Age 25-29","Males","Number","3947"
"Population","2022","Galway County Council","Age 25-29","Females","Number","3893"
"Population","2022","Galway County Council","Age 25-29","Both Sexes","Number","7840"
"Population","2022","Galway County Council","Age 30-34","Males","Number","4730"
"Population","2022","Galway County Council","Age 30-34","Females","Number","5286"
"Population","2022","Galway County Council","Age 30-34","Both Sexes","Number","10016"
"Population","2022","Galway County Council","Age 35-39","Males","Number","6248"
"Population","2022","Galway County Council","Age 35-39","Females","Number","6966"
"Population","2022","Galway County Council","Age 35-39","Both Sexes","Number","13214"
"Population","2022","Galway County Council","Age 40-44","Males","Number","7506"
"Population","2022","Galway County Council","Age 40-44","Females","Number","7982"
"Population","2022","Galway County Council","Age 40-44","Both Sexes","Number","15488"
"Population","2022","Galway County Council","Age 45-49","Males","Number","7265"
"Population","2022","Galway County Council","Age 45-49","Females","Number","7542"
"Population","2022","Galway County Council","Age 45-49","Both Sexes","Number","14807"
"Population","2022","Galway County Council","Age 50-54","Males","Number","6787"
"Population","2022","Galway County Council","Age 50-54","Females","Number","6812"
"Population","2022","Galway County Council","Age 50-54","Both Sexes","Number","13599"
"Population","2022","Galway County Council","Age 55-59","Males","Number","6140"
"Population","2022","Galway County Council","Age 55-59","Females","Number","6056"
"Population","2022","Galway County Council","Age 55-59","Both Sexes","Number","12196"
"Population","2022","Galway County Council","Age 60-64","Males","Number","5552"
"Population","2022","Galway County Council","Age 60-64","Females","Number","5503"
"Population","2022","Galway County Council","Age 60-64","Both Sexes","Number","11055"
"Population","2022","Galway County Council","Age 65-69","Males","Number","5024"
"Population","2022","Galway County Council","Age 65-69","Females","Number","4929"
"Population","2022","Galway County Council","Age 65-69","Both Sexes","Number","9953"
"Population","2022","Galway County Council","Age 70-74","Males","Number","4241"
"Population","2022","Galway County Council","Age 70-74","Females","Number","4166"
"Population","2022","Galway County Council","Age 70-74","Both Sexes","Number","8407"
"Population","2022","Galway County Council","Age 75-79","Males","Number","3071"
"Population","2022","Galway County Council","Age 75-79","Females","Number","3062"
"Population","2022","Galway County Council","Age 75-79","Both Sexes","Number","6133"
"Population","2022","Galway County Council","Age 80-84","Males","Number","1997"
"Population","2022","Galway County Council","Age 80-84","Females","Number","2043"
"Population","2022","Galway County Council","Age 80-84","Both Sexes","Number","4040"
"Population","2022","Galway County Council","Age 85 and over","Males","Number","1401"
"Population","2022","Galway County Council","Age 85 and over","Females","Number","2228"
"Population","2022","Galway County Council","Age 85 and over","Both Sexes","Number","3629"
"Population","2022","Galway County Council","Total","Males","Number","96520"
"Population","2022","Galway County Council","Total","Females","Number","96803"
"Population","2022","Galway County Council","Total","Both Sexes","Number","193323"
"Population","2022","Leitrim County Council","Age 0-4","Males","Number","1091"
"Population","2022","Leitrim County Council","Age 0-4","Females","Number","1054"
"Population","2022","Leitrim County Council","Age 0-4","Both Sexes","Number","2145"
"Population","2022","Leitrim County Council","Age 5-9","Males","Number","1253"
"Population","2022","Leitrim County Council","Age 5-9","Females","Number","1206"
"Population","2022","Leitrim County Council","Age 5-9","Both Sexes","Number","2459"
"Population","2022","Leitrim County Council","Age 10-14","Males","Number","1291"
"Population","2022","Leitrim County Council","Age 10-14","Females","Number","1266"
"Population","2022","Leitrim County Council","Age 10-14","Both Sexes","Number","2557"
"Population","2022","Leitrim County Council","Age 15-19","Males","Number","1191"
"Population","2022","Leitrim County Council","Age 15-19","Females","Number","1105"
"Population","2022","Leitrim County Council","Age 15-19","Both Sexes","Number","2296"
"Population","2022","Leitrim County Council","Age 20-24","Males","Number","825"
"Population","2022","Leitrim County Council","Age 20-24","Females","Number","719"
"Population","2022","Leitrim County Council","Age 20-24","Both Sexes","Number","1544"
"Population","2022","Leitrim County Council","Age 25-29","Males","Number","734"
"Population","2022","Leitrim County Council","Age 25-29","Females","Number","701"
"Population","2022","Leitrim County Council","Age 25-29","Both Sexes","Number","1435"
"Population","2022","Leitrim County Council","Age 30-34","Males","Number","847"
"Population","2022","Leitrim County Council","Age 30-34","Females","Number","1023"
"Population","2022","Leitrim County Council","Age 30-34","Both Sexes","Number","1870"
"Population","2022","Leitrim County Council","Age 35-39","Males","Number","1111"
"Population","2022","Leitrim County Council","Age 35-39","Females","Number","1206"
"Population","2022","Leitrim County Council","Age 35-39","Both Sexes","Number","2317"
"Population","2022","Leitrim County Council","Age 40-44","Males","Number","1280"
"Population","2022","Leitrim County Council","Age 40-44","Females","Number","1358"
"Population","2022","Leitrim County Council","Age 40-44","Both Sexes","Number","2638"
"Population","2022","Leitrim County Council","Age 45-49","Males","Number","1236"
"Population","2022","Leitrim County Council","Age 45-49","Females","Number","1244"
"Population","2022","Leitrim County Council","Age 45-49","Both Sexes","Number","2480"
"Population","2022","Leitrim County Council","Age 50-54","Males","Number","1223"
"Population","2022","Leitrim County Council","Age 50-54","Females","Number","1239"
"Population","2022","Leitrim County Council","Age 50-54","Both Sexes","Number","2462"
"Population","2022","Leitrim County Council","Age 55-59","Males","Number","1153"
"Population","2022","Leitrim County Council","Age 55-59","Females","Number","1152"
"Population","2022","Leitrim County Council","Age 55-59","Both Sexes","Number","2305"
"Population","2022","Leitrim County Council","Age 60-64","Males","Number","1094"
"Population","2022","Leitrim County Council","Age 60-64","Females","Number","1024"
"Population","2022","Leitrim County Council","Age 60-64","Both Sexes","Number","2118"
"Population","2022","Leitrim County Council","Age 65-69","Males","Number","1053"
"Population","2022","Leitrim County Council","Age 65-69","Females","Number","1036"
"Population","2022","Leitrim County Council","Age 65-69","Both Sexes","Number","2089"
"Population","2022","Leitrim County Council","Age 70-74","Males","Number","878"
"Population","2022","Leitrim County Council","Age 70-74","Females","Number","839"
"Population","2022","Leitrim County Council","Age 70-74","Both Sexes","Number","1717"
"Population","2022","Leitrim County Council","Age 75-79","Males","Number","641"
"Population","2022","Leitrim County Council","Age 75-79","Females","Number","629"
"Population","2022","Leitrim County Council","Age 75-79","Both Sexes","Number","1270"
"Population","2022","Leitrim County Council","Age 80-84","Males","Number","370"
"Population","2022","Leitrim County Council","Age 80-84","Females","Number","415"
"Population","2022","Leitrim County Council","Age 80-84","Both Sexes","Number","785"
"Population","2022","Leitrim County Council","Age 85 and over","Males","Number","282"
"Population","2022","Leitrim County Council","Age 85 and over","Females","Number","430"
"Population","2022","Leitrim County Council","Age 85 and over","Both Sexes","Number","712"
"Population","2022","Leitrim County Council","Total","Males","Number","17553"
"Population","2022","Leitrim County Council","Total","Females","Number","17646"
"Population","2022","Leitrim County Council","Total","Both Sexes","Number","35199"
"Population","2022","Mayo  County Council","Age 0-4","Males","Number","4017"
"Population","2022","Mayo  County Council","Age 0-4","Females","Number","3745"
"Population","2022","Mayo  County Council","Age 0-4","Both Sexes","Number","7762"
"Population","2022","Mayo  County Council","Age 5-9","Males","Number","4630"
"Population","2022","Mayo  County Council","Age 5-9","Females","Number","4322"
"Population","2022","Mayo  County Council","Age 5-9","Both Sexes","Number","8952"
"Population","2022","Mayo  County Council","Age 10-14","Males","Number","4926"
"Population","2022","Mayo  County Council","Age 10-14","Females","Number","4722"
"Population","2022","Mayo  County Council","Age 10-14","Both Sexes","Number","9648"
"Population","2022","Mayo  County Council","Age 15-19","Males","Number","4427"
"Population","2022","Mayo  County Council","Age 15-19","Females","Number","4289"
"Population","2022","Mayo  County Council","Age 15-19","Both Sexes","Number","8716"
"Population","2022","Mayo  County Council","Age 20-24","Males","Number","3168"
"Population","2022","Mayo  County Council","Age 20-24","Females","Number","3100"
"Population","2022","Mayo  County Council","Age 20-24","Both Sexes","Number","6268"
"Population","2022","Mayo  County Council","Age 25-29","Males","Number","2930"
"Population","2022","Mayo  County Council","Age 25-29","Females","Number","2886"
"Population","2022","Mayo  County Council","Age 25-29","Both Sexes","Number","5816"
"Population","2022","Mayo  County Council","Age 30-34","Males","Number","3582"
"Population","2022","Mayo  County Council","Age 30-34","Females","Number","3810"
"Population","2022","Mayo  County Council","Age 30-34","Both Sexes","Number","7392"
"Population","2022","Mayo  County Council","Age 35-39","Males","Number","4442"
"Population","2022","Mayo  County Council","Age 35-39","Females","Number","4749"
"Population","2022","Mayo  County Council","Age 35-39","Both Sexes","Number","9191"
"Population","2022","Mayo  County Council","Age 40-44","Males","Number","4774"
"Population","2022","Mayo  County Council","Age 40-44","Females","Number","5215"
"Population","2022","Mayo  County Council","Age 40-44","Both Sexes","Number","9989"
"Population","2022","Mayo  County Council","Age 45-49","Males","Number","4647"
"Population","2022","Mayo  County Council","Age 45-49","Females","Number","4792"
"Population","2022","Mayo  County Council","Age 45-49","Both Sexes","Number","9439"
"Population","2022","Mayo  County Council","Age 50-54","Males","Number","4650"
"Population","2022","Mayo  County Council","Age 50-54","Females","Number","4689"
"Population","2022","Mayo  County Council","Age 50-54","Both Sexes","Number","9339"
"Population","2022","Mayo  County Council","Age 55-59","Males","Number","4559"
"Population","2022","Mayo  County Council","Age 55-59","Females","Number","4669"
"Population","2022","Mayo  County Council","Age 55-59","Both Sexes","Number","9228"
"Population","2022","Mayo  County Council","Age 60-64","Males","Number","4387"
"Population","2022","Mayo  County Council","Age 60-64","Females","Number","4515"
"Population","2022","Mayo  County Council","Age 60-64","Both Sexes","Number","8902"
"Population","2022","Mayo  County Council","Age 65-69","Males","Number","4157"
"Population","2022","Mayo  County Council","Age 65-69","Females","Number","4144"
"Population","2022","Mayo  County Council","Age 65-69","Both Sexes","Number","8301"
"Population","2022","Mayo  County Council","Age 70-74","Males","Number","3699"
"Population","2022","Mayo  County Council","Age 70-74","Females","Number","3602"
"Population","2022","Mayo  County Council","Age 70-74","Both Sexes","Number","7301"
"Population","2022","Mayo  County Council","Age 75-79","Males","Number","2683"
"Population","2022","Mayo  County Council","Age 75-79","Females","Number","2618"
"Population","2022","Mayo  County Council","Age 75-79","Both Sexes","Number","5301"
"Population","2022","Mayo  County Council","Age 80-84","Males","Number","1552"
"Population","2022","Mayo  County Council","Age 80-84","Females","Number","1792"
"Population","2022","Mayo  County Council","Age 80-84","Both Sexes","Number","3344"
"Population","2022","Mayo  County Council","Age 85 and over","Males","Number","1162"
"Population","2022","Mayo  County Council","Age 85 and over","Females","Number","1919"
"Population","2022","Mayo  County Council","Age 85 and over","Both Sexes","Number","3081"
"Population","2022","Mayo  County Council","Total","Males","Number","68392"
"Population","2022","Mayo  County Council","Total","Females","Number","69578"
"Population","2022","Mayo  County Council","Total","Both Sexes","Number","137970"
"Population","2022","Roscommon County Council","Age 0-4","Males","Number","2095"
"Population","2022","Roscommon County Council","Age 0-4","Females","Number","2002"
"Population","2022","Roscommon County Council","Age 0-4","Both Sexes","Number","4097"
"Population","2022","Roscommon County Council","Age 5-9","Males","Number","2486"
"Population","2022","Roscommon County Council","Age 5-9","Females","Number","2372"
"Population","2022","Roscommon County Council","Age 5-9","Both Sexes","Number","4858"
"Population","2022","Roscommon County Council","Age 10-14","Males","Number","2657"
"Population","2022","Roscommon County Council","Age 10-14","Females","Number","2489"
"Population","2022","Roscommon County Council","Age 10-14","Both Sexes","Number","5146"
"Population","2022","Roscommon County Council","Age 15-19","Males","Number","2355"
"Population","2022","Roscommon County Council","Age 15-19","Females","Number","2251"
"Population","2022","Roscommon County Council","Age 15-19","Both Sexes","Number","4606"
"Population","2022","Roscommon County Council","Age 20-24","Males","Number","1686"
"Population","2022","Roscommon County Council","Age 20-24","Females","Number","1567"
"Population","2022","Roscommon County Council","Age 20-24","Both Sexes","Number","3253"
"Population","2022","Roscommon County Council","Age 25-29","Males","Number","1514"
"Population","2022","Roscommon County Council","Age 25-29","Females","Number","1455"
"Population","2022","Roscommon County Council","Age 25-29","Both Sexes","Number","2969"
"Population","2022","Roscommon County Council","Age 30-34","Males","Number","1781"
"Population","2022","Roscommon County Council","Age 30-34","Females","Number","1872"
"Population","2022","Roscommon County Council","Age 30-34","Both Sexes","Number","3653"
"Population","2022","Roscommon County Council","Age 35-39","Males","Number","2278"
"Population","2022","Roscommon County Council","Age 35-39","Females","Number","2475"
"Population","2022","Roscommon County Council","Age 35-39","Both Sexes","Number","4753"
"Population","2022","Roscommon County Council","Age 40-44","Males","Number","2523"
"Population","2022","Roscommon County Council","Age 40-44","Females","Number","2689"
"Population","2022","Roscommon County Council","Age 40-44","Both Sexes","Number","5212"
"Population","2022","Roscommon County Council","Age 45-49","Males","Number","2501"
"Population","2022","Roscommon County Council","Age 45-49","Females","Number","2430"
"Population","2022","Roscommon County Council","Age 45-49","Both Sexes","Number","4931"
"Population","2022","Roscommon County Council","Age 50-54","Males","Number","2409"
"Population","2022","Roscommon County Council","Age 50-54","Females","Number","2323"
"Population","2022","Roscommon County Council","Age 50-54","Both Sexes","Number","4732"
"Population","2022","Roscommon County Council","Age 55-59","Males","Number","2349"
"Population","2022","Roscommon County Council","Age 55-59","Females","Number","2273"
"Population","2022","Roscommon County Council","Age 55-59","Both Sexes","Number","4622"
"Population","2022","Roscommon County Council","Age 60-64","Males","Number","2180"
"Population","2022","Roscommon County Council","Age 60-64","Females","Number","2206"
"Population","2022","Roscommon County Council","Age 60-64","Both Sexes","Number","4386"
"Population","2022","Roscommon County Council","Age 65-69","Males","Number","2061"
"Population","2022","Roscommon County Council","Age 65-69","Females","Number","1974"
"Population","2022","Roscommon County Council","Age 65-69","Both Sexes","Number","4035"
"Population","2022","Roscommon County Council","Age 70-74","Males","Number","1678"
"Population","2022","Roscommon County Council","Age 70-74","Females","Number","1665"
"Population","2022","Roscommon County Council","Age 70-74","Both Sexes","Number","3343"
"Population","2022","Roscommon County Council","Age 75-79","Males","Number","1267"
"Population","2022","Roscommon County Council","Age 75-79","Females","Number","1247"
"Population","2022","Roscommon County Council","Age 75-79","Both Sexes","Number","2514"
"Population","2022","Roscommon County Council","Age 80-84","Males","Number","738"
"Population","2022","Roscommon County Council","Age 80-84","Females","Number","847"
"Population","2022","Roscommon County Council","Age 80-84","Both Sexes","Number","1585"
"Population","2022","Roscommon County Council","Age 85 and over","Males","Number","612"
"Population","2022","Roscommon County Council","Age 85 and over","Females","Number","952"
"Population","2022","Roscommon County Council","Age 85 and over","Both Sexes","Number","1564"
"Population","2022","Roscommon County Council","Total","Males","Number","35170"
"Population","2022","Roscommon County Council","Total","Females","Number","35089"
"Population","2022","Roscommon County Council","Total","Both Sexes","Number","70259"
"Population","2022","Sligo County Council","Age 0-4","Males","Number","1995"
"Population","2022","Sligo County Council","Age 0-4","Females","Number","1923"
"Population","2022","Sligo County Council","Age 0-4","Both Sexes","Number","3918"
"Population","2022","Sligo County Council","Age 5-9","Males","Number","2351"
"Population","2022","Sligo County Council","Age 5-9","Females","Number","2128"
"Population","2022","Sligo County Council","Age 5-9","Both Sexes","Number","4479"
"Population","2022","Sligo County Council","Age 10-14","Males","Number","2576"
"Population","2022","Sligo County Council","Age 10-14","Females","Number","2400"
"Population","2022","Sligo County Council","Age 10-14","Both Sexes","Number","4976"
"Population","2022","Sligo County Council","Age 15-19","Males","Number","2308"
"Population","2022","Sligo County Council","Age 15-19","Females","Number","2314"
"Population","2022","Sligo County Council","Age 15-19","Both Sexes","Number","4622"
"Population","2022","Sligo County Council","Age 20-24","Males","Number","2025"
"Population","2022","Sligo County Council","Age 20-24","Females","Number","2014"
"Population","2022","Sligo County Council","Age 20-24","Both Sexes","Number","4039"
"Population","2022","Sligo County Council","Age 25-29","Males","Number","1649"
"Population","2022","Sligo County Council","Age 25-29","Females","Number","1643"
"Population","2022","Sligo County Council","Age 25-29","Both Sexes","Number","3292"
"Population","2022","Sligo County Council","Age 30-34","Males","Number","1720"
"Population","2022","Sligo County Council","Age 30-34","Females","Number","1924"
"Population","2022","Sligo County Council","Age 30-34","Both Sexes","Number","3644"
"Population","2022","Sligo County Council","Age 35-39","Males","Number","2268"
"Population","2022","Sligo County Council","Age 35-39","Females","Number","2484"
"Population","2022","Sligo County Council","Age 35-39","Both Sexes","Number","4752"
"Population","2022","Sligo County Council","Age 40-44","Males","Number","2529"
"Population","2022","Sligo County Council","Age 40-44","Females","Number","2664"
"Population","2022","Sligo County Council","Age 40-44","Both Sexes","Number","5193"
"Population","2022","Sligo County Council","Age 45-49","Males","Number","2383"
"Population","2022","Sligo County Council","Age 45-49","Females","Number","2541"
"Population","2022","Sligo County Council","Age 45-49","Both Sexes","Number","4924"
"Population","2022","Sligo County Council","Age 50-54","Males","Number","2307"
"Population","2022","Sligo County Council","Age 50-54","Females","Number","2278"
"Population","2022","Sligo County Council","Age 50-54","Both Sexes","Number","4585"
"Population","2022","Sligo County Council","Age 55-59","Males","Number","2201"
"Population","2022","Sligo County Council","Age 55-59","Females","Number","2316"
"Population","2022","Sligo County Council","Age 55-59","Both Sexes","Number","4517"
"Population","2022","Sligo County Council","Age 60-64","Males","Number","2110"
"Population","2022","Sligo County Council","Age 60-64","Females","Number","2244"
"Population","2022","Sligo County Council","Age 60-64","Both Sexes","Number","4354"
"Population","2022","Sligo County Council","Age 65-69","Males","Number","1892"
"Population","2022","Sligo County Council","Age 65-69","Females","Number","2037"
"Population","2022","Sligo County Council","Age 65-69","Both Sexes","Number","3929"
"Population","2022","Sligo County Council","Age 70-74","Males","Number","1722"
"Population","2022","Sligo County Council","Age 70-74","Females","Number","1698"
"Population","2022","Sligo County Council","Age 70-74","Both Sexes","Number","3420"
"Population","2022","Sligo County Council","Age 75-79","Males","Number","1214"
"Population","2022","Sligo County Council","Age 75-79","Females","Number","1351"
"Population","2022","Sligo County Council","Age 75-79","Both Sexes","Number","2565"
"Population","2022","Sligo County Council","Age 80-84","Males","Number","720"
"Population","2022","Sligo County Council","Age 80-84","Females","Number","832"
"Population","2022","Sligo County Council","Age 80-84","Both Sexes","Number","1552"
"Population","2022","Sligo County Council","Age 85 and over","Males","Number","559"
"Population","2022","Sligo County Council","Age 85 and over","Females","Number","878"
"Population","2022","Sligo County Council","Age 85 and over","Both Sexes","Number","1437"
"Population","2022","Sligo County Council","Total","Males","Number","34529"
"Population","2022","Sligo County Council","Total","Females","Number","35669"
"Population","2022","Sligo County Council","Total","Both Sexes","Number","70198"
"Population","2022","Cavan County Council","Age 0-4","Males","Number","2688"
"Population","2022","Cavan County Council","Age 0-4","Females","Number","2515"
"Population","2022","Cavan County Council","Age 0-4","Both Sexes","Number","5203"
"Population","2022","Cavan County Council","Age 5-9","Males","Number","3080"
"Population","2022","Cavan County Council","Age 5-9","Females","Number","2907"
"Population","2022","Cavan County Council","Age 5-9","Both Sexes","Number","5987"
"Population","2022","Cavan County Council","Age 10-14","Males","Number","3350"
"Population","2022","Cavan County Council","Age 10-14","Females","Number","3212"
"Population","2022","Cavan County Council","Age 10-14","Both Sexes","Number","6562"
"Population","2022","Cavan County Council","Age 15-19","Males","Number","2888"
"Population","2022","Cavan County Council","Age 15-19","Females","Number","2752"
"Population","2022","Cavan County Council","Age 15-19","Both Sexes","Number","5640"
"Population","2022","Cavan County Council","Age 20-24","Males","Number","2203"
"Population","2022","Cavan County Council","Age 20-24","Females","Number","2029"
"Population","2022","Cavan County Council","Age 20-24","Both Sexes","Number","4232"
"Population","2022","Cavan County Council","Age 25-29","Males","Number","1999"
"Population","2022","Cavan County Council","Age 25-29","Females","Number","1912"
"Population","2022","Cavan County Council","Age 25-29","Both Sexes","Number","3911"
"Population","2022","Cavan County Council","Age 30-34","Males","Number","2273"
"Population","2022","Cavan County Council","Age 30-34","Females","Number","2414"
"Population","2022","Cavan County Council","Age 30-34","Both Sexes","Number","4687"
"Population","2022","Cavan County Council","Age 35-39","Males","Number","2870"
"Population","2022","Cavan County Council","Age 35-39","Females","Number","3106"
"Population","2022","Cavan County Council","Age 35-39","Both Sexes","Number","5976"
"Population","2022","Cavan County Council","Age 40-44","Males","Number","3105"
"Population","2022","Cavan County Council","Age 40-44","Females","Number","3229"
"Population","2022","Cavan County Council","Age 40-44","Both Sexes","Number","6334"
"Population","2022","Cavan County Council","Age 45-49","Males","Number","2830"
"Population","2022","Cavan County Council","Age 45-49","Females","Number","2859"
"Population","2022","Cavan County Council","Age 45-49","Both Sexes","Number","5689"
"Population","2022","Cavan County Council","Age 50-54","Males","Number","2789"
"Population","2022","Cavan County Council","Age 50-54","Females","Number","2695"
"Population","2022","Cavan County Council","Age 50-54","Both Sexes","Number","5484"
"Population","2022","Cavan County Council","Age 55-59","Males","Number","2590"
"Population","2022","Cavan County Council","Age 55-59","Females","Number","2451"
"Population","2022","Cavan County Council","Age 55-59","Both Sexes","Number","5041"
"Population","2022","Cavan County Council","Age 60-64","Males","Number","2265"
"Population","2022","Cavan County Council","Age 60-64","Females","Number","2192"
"Population","2022","Cavan County Council","Age 60-64","Both Sexes","Number","4457"
"Population","2022","Cavan County Council","Age 65-69","Males","Number","1998"
"Population","2022","Cavan County Council","Age 65-69","Females","Number","1961"
"Population","2022","Cavan County Council","Age 65-69","Both Sexes","Number","3959"
"Population","2022","Cavan County Council","Age 70-74","Males","Number","1681"
"Population","2022","Cavan County Council","Age 70-74","Females","Number","1591"
"Population","2022","Cavan County Council","Age 70-74","Both Sexes","Number","3272"
"Population","2022","Cavan County Council","Age 75-79","Males","Number","1178"
"Population","2022","Cavan County Council","Age 75-79","Females","Number","1221"
"Population","2022","Cavan County Council","Age 75-79","Both Sexes","Number","2399"
"Population","2022","Cavan County Council","Age 80-84","Males","Number","712"
"Population","2022","Cavan County Council","Age 80-84","Females","Number","744"
"Population","2022","Cavan County Council","Age 80-84","Both Sexes","Number","1456"
"Population","2022","Cavan County Council","Age 85 and over","Males","Number","561"
"Population","2022","Cavan County Council","Age 85 and over","Females","Number","854"
"Population","2022","Cavan County Council","Age 85 and over","Both Sexes","Number","1415"
"Population","2022","Cavan County Council","Total","Males","Number","41060"
"Population","2022","Cavan County Council","Total","Females","Number","40644"
"Population","2022","Cavan County Council","Total","Both Sexes","Number","81704"
"Population","2022","Donegal County Council","Age 0-4","Males","Number","4939"
"Population","2022","Donegal County Council","Age 0-4","Females","Number","4873"
"Population","2022","Donegal County Council","Age 0-4","Both Sexes","Number","9812"
"Population","2022","Donegal County Council","Age 5-9","Males","Number","5825"
"Population","2022","Donegal County Council","Age 5-9","Females","Number","5495"
